"","iata","airport","city","state","country","lat","long"
"726","9I0","Havana Regional","Havana","IL","USA",40.221155,-90.02289361
"727","9I3","West Liberty","West Liberty","KY","USA",37.91453139,-83.25212111
"728","9K2","Kokhanok","Kokhanok","AK","USA",59.43264556,-154.8027058
"729","9K4","Skyhaven","Warrensburg","MO","USA",38.7842425,-93.80285417
"730","9K7","Ellsworth Municipal ","Ellsworth","KS","USA",38.74750889,-98.23061222
"731","9K8","Kingman Municipal","Kingman","KS","USA",37.66660278,-98.12264722
"732","9M4","Ackerman-Choctaw County","Ackerman","MS","USA",33.3034575,-89.22840028
"733","9M6","Kelly","Oak Grove","LA","USA",32.84921361,-91.40390611
"734","9M8","Sheridan-Grant County Regional","Sheridan","AR","USA",34.32842917,-92.35098583
"735","9S2","Scobey","Scobey","MT","USA",48.80772722,-105.43947
"736","9S4","Mineral County","Superior","MT","USA",47.16825944,-114.8537411
"737","9S5","Three Forks","Three Forks","MT","USA",45.87852778,-111.5691389
"738","9S7","Winifred","Winifred","MT","USA",47.55164778,-109.3776792
"739","9S9","Lexington","Lexington","OR","USA",45.45263139,-119.6886361
"740","9U0","Turner","Turner","MT","USA",48.85417361,-108.4090214
"741","9U3","Austin","Austin","NV","USA",39.46798056,-117.1953703
"742","9U4","Dixon","Dixon","WY","USA",41.03829806,-107.4972869
"743","9V5","Modisett ","Rushville","NE","USA",42.73748639,-102.4448947
"744","9V6","Martin Municipal","Martin","SD","USA",43.16564083,-101.7126953
"745","9V9","Chamberlain Municipal","Chamberlain","SD","USA",43.76612222,-99.32134
"746","9W7","Currituck County","Currituck","NC","USA",36.39893194,-76.01631111
"747","A04","Centre Municipal","Centre","AL","USA",34.15987361,-85.63512944
"748","A14","Portage Creek","Portage Creek","AK","USA",58.906485,-157.7141078
"749","A29","Sitka SPB","Sitka","AK","USA",57.05213778,-135.3462086
"750","A30","Scott Valley","Fort Jones","CA","USA",41.55819444,-122.8553103
"751","A32","Butte Valley","Dorris","CA","USA",41.88709222,-121.9755614
"752","A61","Tuntutuliak","Tuntutuliak","AK","USA",60.33534556,-162.6670094
"753","A63","Twin Hills","Twin Hills","AK","USA",59.07562167,-160.2730436
"754","A79","Chignik Lake","Chignik Lake","AK","USA",56.25504722,-158.7753614
"755","A85","Kwigillingok","Kwigillingok","AK","USA",59.87644778,-163.1675583
"756","AAF","Apalachicola Municipal","Apalachicola","FL","USA",29.72754583,-85.02744778
"757","AAO","Colonel James Jabara","Wichita","KS","USA",37.74755556,-97.22113889
"758","AAS","Taylor County","Cambellsville","KY","USA",37.35827778,-85.30941667
"759","AAT","Alturas Municipal","Alturas","CA","USA",41.483,-120.5653611
"760","ABE","Lehigh Valley International","Allentown","PA","USA",40.65236278,-75.44040167
"761","ABI","Abilene Regional","Abilene","TX","USA",32.41132,-99.68189722
"762","ABO","Antonio (Nery) Juarbe Pol","Arecibo","PR","USA",18.45111111,-66.67555556
"763","ABQ","Albuquerque International","Albuquerque","NM","USA",35.04022222,-106.6091944
"764","ABR","Aberdeen Regional","Aberdeen","SD","USA",45.44905556,-98.42183333
"765","ABY","Southwest Georgia Regional","Albany","GA","USA",31.535515,-84.19447333
"766","ACB","Antrim County","Bellaire","MI","USA",44.98857611,-85.198355
"767","ACJ","Souther ","Americus","GA","USA",32.11079917,-84.18884806
"768","ACK","Nantucket Memorial","Nantucket","MA","USA",41.25305194,-70.06018139
"769","ACQ","Waseca Municipal","Waseca","MN","USA",44.07346389,-93.55294361
"770","ACT","Waco Regional","Waco","TX","USA",31.61128833,-97.23051917
"771","ACV","Arcata","Arcata/Eureka","CA","USA",40.97811528,-124.1086189
"772","ACY","Atlantic City International","Atlantic City","NJ","USA",39.45758333,-74.57716667
"773","ACZ","Henderson ","Wallace","NC","USA",34.71789028,-78.00362444
"774","ADC","Wadena Municipal ","Wadena","MN","USA",46.45026972,-95.21095472
"775","ADG","Lenawee County","Adrian","MI","USA",41.86943667,-84.07480528
"776","ADH","Ada Municipal","Ada","OK","USA",34.80434056,-96.6712775
"777","ADK","Adak","Adak","AK","USA",51.87796389,-176.6460306
"778","ADM","Ardmore Municipal","Ardmore","OK","USA",34.30320667,-97.01952167
"779","ADQ","Kodiak ","Kodiak","AK","USA",57.74996778,-152.4938553
"780","ADS","Addison","Dallas/Addison","TX","USA",32.96855944,-96.83644778
"781","ADT","Atwood-Rawlins County City-County","Atwood","KS","USA",39.84013889,-101.0420278
"782","ADU","Audubon Municipal","Audubon","IA","USA",41.70137556,-94.92054167
"783","AEG","Double Eagle II","Albuquerque","NM","USA",35.14515278,-106.7951617
"784","AEL","Albert Lea Municipal","Albert Lea","MN","USA",43.68151278,-93.36723778
"785","AEX","Alexandria International","Alexandria","LA","USA",31.32737167,-92.54855611
"786","AFE","Kake","Kake","AK","USA",56.96048139,-133.9082694
"787","AFJ","Washington County","Washington","PA","USA",40.13648833,-80.29020083
"788","AFK","Nebraska City Municipal","Nebraska City","NE","USA",40.60688889,-95.86569444
"789","AFM","Ambler","Ambler","AK","USA",67.10610472,-157.8536203
"790","AFN","Jaffrey Municipal Silver Ranch","Jaffrey","NH","USA",42.80513417,-72.00302194
"791","AFO","Afton Municipal","Afton","WY","USA",42.71124583,-110.9421639
"792","AFW","Fort Worth Alliance","Fort Worth","TX","USA",32.98763889,-97.31880556
"793","AGC","Allegheny Cty","Pittsburgh","PA","USA",40.35440139,-79.93016889
"794","AGN","Angoon SPB","Angoon","AK","USA",57.50355528,-134.5850939
"795","AGO","Magnolia Municipal","Magnolia","AR","USA",33.22802111,-93.21696861
"796","AGS","Bush ","Augusta","GA","USA",33.369955,-81.96449611
"797","AGZ","Wagner Municipal","Wagner","SD","USA",43.06332694,-98.29618972
"798","AHH","Amery Municipal","Amery","WI","USA",45.28114833,-92.37539222
"799","AHN","Athens Municipal","Athens","GA","USA",33.94859528,-83.32634694
"800","AHP","Port Alexander SPB","Port Alexander","AK","USA",56.24684222,-134.6481539
"801","AHQ","Wahoo Municipal","Wahoo","NE","USA",41.24133333,-96.59402778
"802","AIA","Alliance Municipal","Alliance","NE","USA",42.05325,-102.8037222
"803","AID","Anderson Municipal","Anderson","IN","USA",40.10862139,-85.61299472
"804","AIG","Langlade County","Antigo","WI","USA",45.15419444,-89.11072222
"805","AIK","Aiken Municipal","Aiken","SC","USA",33.64955556,-81.68447222
"806","AIO","Atlantic Municipal","Atlantic","IA","USA",41.40726722,-95.04690639
"807","AIT","Aitkin Municipal","Aitkin","MN","USA",46.5484225,-93.6768
"808","AIV","George Downer ","Aliceville","AL","USA",33.10706889,-88.19725167
"809","AIY","Atlantic City Municipal","Atlantic City","NJ","USA",39.36002778,-74.45608333
"810","AIZ","Lee C Fine Memorial","Kaiser/Lake Ozark","MO","USA",38.096035,-92.5494875
"811","AJC","Chignik (Anchorage Bay)","Chignik","AK","USA",56.3114625,-158.3732369
"812","AJG","Mt Carmel Municipal","Mt Carmel","IL","USA",38.60654722,-87.72669417
"813","AJO","Corona Municipal","Corona","CA","USA",33.89765389,-117.60244
"814","AJR","Habersham County","Cornelia","GA","USA",34.50081944,-83.55487
"815","AK5","Perryville","Perryville","AK","USA",55.90806056,-159.1585781
"816","AKA","Atka","Atka","AK","USA",52.22034833,-174.2063503
"817","AKH","Gastonia Municipal","Gastonia","NC","USA",35.20265944,-81.1498675
"818","AKI","Akiak","Akiak","AK","USA",60.90481194,-161.2270189
"819","AKK","Akhiok","Akhiok","AK","USA",56.93869083,-154.1825556
"820","AKN","King Salmon","King Salmon","AK","USA",58.67680167,-156.6492175
"821","AKO","Akron-Washington Co","Akron","CO","USA",40.17563333,-103.2220278
"822","AKP","Anaktuvuk Pass","Anaktuvuk Pass","AK","USA",68.1343225,-151.74168
"823","AKR","Akron Fulton Intl.","Akron","OH","USA",41.0375,-81.46693944
"824","AKW","Klawock","Klawock","AK","USA",55.57923333,-133.0759972
"825","AL08","Vaiden ","Marion","AL","USA",32.51235611,-87.38555472
"826","ALB","Albany Cty","Albany","NY","USA",42.74811944,-73.80297861
"827","ALI","Alice International","Alice","TX","USA",27.74088889,-98.02694444
"828","ALM","Alamogordo-White Sands Regional","Alamogordo","NM","USA",32.83994444,-105.9905833
"829","ALN","St. Louis Regional","Alton/St. Louis","IL","USA",38.89029083,-90.04604306
"830","ALO","Waterloo Municipal","Waterloo","IA","USA",42.55708139,-92.40034361
"831","ALS","San Luis Valley Regional/Bergman ","Alamosa","CO","USA",37.43491667,-105.8665556
"832","ALW","Walla Walla Regional","Walla Walla","WA","USA",46.09456167,-118.2880367
"833","ALX","Thomas C Russell ","Alexander City","AL","USA",32.91475167,-85.96295611
"834","AMA","Amarillo International","Amarillo","TX","USA",35.2193725,-101.7059272
"835","AMG","Bacon County","Alma","GA","USA",31.53605556,-82.50655556
"836","AMN","Gratiot Community","Alma","MI","USA",43.3221425,-84.68794917
"837","AMT","Alexander Salamon","West Union","OH","USA",38.85148778,-83.56627778
"838","AMW","Ames Municipal","Ames","IA","USA",41.99206972,-93.62180139
"839","ANB","Anniston Metropolitan","Anniston","AL","USA",33.58816667,-85.85811111
"840","ANC","Ted Stevens Anchorage International","Anchorage","AK","USA",61.17432028,-149.9961856
"841","AND","Anderson County","Anderson","SC","USA",34.49494444,-82.70902778
"842","ANE","Anoka County","Minneapolis","MN","USA",45.145,-93.21138889
"843","ANI","Aniak","Aniak","AK","USA",61.58159694,-159.5430428
"844","ANQ","Steuben County-Tri State","Angola","IN","USA",41.63969833,-85.08349333
"845","ANV","Anvik","Anvik","AK","USA",62.64858333,-160.1898889
"846","ANW","Ainsworth Municipal","Ainsworth","NE","USA",42.57922222,-99.99297222
"847","ANY","Anthony Municipal","Anthony","KS","USA",37.15852194,-98.07964667
"848","AOC","Arco-Butte County","Arco","ID","USA",43.60343056,-113.3340972
"849","AOH","Allen County","Lima","OH","USA",40.70694444,-84.02666667
"850","AOO","Altoona-Blair Cty","Altoona","PA","USA",40.29637222,-78.32002306
"851","APA","Centennial","Denver","CO","USA",39.57012833,-104.8492942
"852","APC","Napa County","Napa","CA","USA",38.21319444,-122.2806944
"853","APF","Naples Municipal","Naples","FL","USA",26.15247222,-81.77544444
"854","APN","Alpena County Regional ","Alpena","MI","USA",45.0780675,-83.56028583
"855","APT","Marion County-Brown ","Jasper","TN","USA",35.06067778,-85.58531667
"856","APV","Apple Valley","Apple Valley","CA","USA",34.57528944,-117.1861792
"857","AQC","Klawock SPB","Klawock","AK","USA",55.5546575,-133.1016928
"858","AQH","Kwinhagak","Quinhagak","AK","USA",59.75700722,-161.8794789
"859","AQT","Nuiqsut","Nuiqsut","AK","USA",70.20995278,-151.0055611
"860","AQW","Harriman And West","North Adams","MA","USA",42.69591417,-73.17038306
"861","AQY","Girdwood","Girdwood","AK","USA",60.96609583,-149.1257892
"862","ARA","Acadiana Regional","New Iberia","LA","USA",30.03775833,-91.88389611
"863","ARB","Ann Arbor Municipal","Ann Arbor","MI","USA",42.22298361,-83.74560722
"864","ARC","Arctic Village","Arctic Village","AK","USA",68.11608083,-145.5761114
"865","ARG","Walnut Ridge Regional","Walnut Ridge","AR","USA",36.12534667,-90.92461944
"866","ARR","Aurora Municipal","Chicago/Aurora","IL","USA",41.77192944,-88.47565917
"867","ART","Watertown Intl","Watertown","NY","USA",43.99192222,-76.02173861
"868","ARV","Lakeland","Minocqua-Woodruff","WI","USA",45.92792556,-89.73094278
"869","ASD","Slidell","Slidell","LA","USA",30.345055,-89.82078833
"870","ASE","Aspen-Pitkin Co/Sardy ","Aspen","CO","USA",39.22316,-106.868845
"871","ASG","Springdale Municipal","Springdale","AR","USA",36.17641056,-94.11925833
"872","ASH","Boire ","Nashua","NH","USA",42.78176306,-71.51477944
"873","ASJ","Tri-County","Ahoskie","NC","USA",36.29752583,-77.17085556
"874","ASL","Marshall - Harrison County","Marshall","TX","USA",32.5205,-94.30777778
"875","ASN","Talladega Municipal","Talladega","AL","USA",33.56991111,-86.05085833
"876","AST","Astoria Regional","Astoria","OR","USA",46.15797222,-123.8786944
"877","ASW","Warsaw Municipal","Warsaw","IN","USA",41.2747,-85.84005556
"878","ASX","John F Kennedy Memorial","Ashland","WI","USA",46.54852806,-90.91896639
"879","ATA","Hall-Miller Municipal","Atlanta","TX","USA",33.101805,-94.19532694
"880","ATK","Atqasuk","Atqasuk","AK","USA",70.46727611,-157.4357361
"881","ATL","William B Hartsfield-Atlanta Intl","Atlanta","GA","USA",33.64044444,-84.42694444
"882","ATS","Artesia Municipal","Artesia","NM","USA",32.85252806,-104.4676864
"883","ATW","Outagamie County Regional","Appleton","WI","USA",44.25740806,-88.51947556
"884","ATY","Watertown Municipal","Watertown","SD","USA",44.91398056,-97.15471944
"885","AUG","Augusta State","Augusta","ME","USA",44.32064972,-69.79731806
"886","AUH","Aurora Municipal","Aurora","NE","USA",40.89413889,-97.99455556
"887","AUK","Alakanuk","Alakanuk","AK","USA",62.68004417,-164.6599253
"888","AUM","Austin Municipal","Austin","MN","USA",43.66499083,-92.933385
"889","AUN","Auburn Municipal","Auburn","CA","USA",38.95476944,-121.0820806
"890","AUO","Auburn-Opelik","Auburn","AL","USA",32.61635417,-85.43355944
"891","AUS","Austin-Bergstrom International","Austin","TX","USA",30.19453278,-97.66987194
"892","AUW","Wausau Municipal","Wausau","WI","USA",44.92847222,-89.62661111
"893","AVC","Mecklenburg-Brunswick Regional","South Hill","VA","USA",36.68827778,-78.05447222
"894","AVK","Alva Regional","Alva","OK","USA",36.77317,-98.66994611
"895","AVL","Asheville Regional","Asheville","NC","USA",35.43619444,-82.54180556
"896","AVO","Avon Park Municipal","Avon Park","FL","USA",27.591145,-81.52785333
"897","AVP","Wilkes-Barre/Scranton Intl","Wilkes-Barre/Scranton","PA","USA",41.33814944,-75.7242675
"898","AVQ","Marana Northwest Regional","Marana","AZ","USA",32.40939028,-111.2185086
"899","AVX","Catalina","Avalon","CA","USA",33.40494444,-118.4158611
"900","AWG","Washington Municipal","Washington","IA","USA",41.27610083,-91.67344389
"901","AWI","Wainwright","Wainwright","AK","USA",70.638,-159.99475
"902","AWM","West Memphis Municipal","West Memphis","AR","USA",35.13505861,-90.23444639
"903","AWO","Arlington Municipal","Arlington","WA","USA",48.16074833,-122.1590208
"904","AXA","Algona Municipal","Algona","IA","USA",43.07791056,-94.27199278
"905","AXN","Chandler ","Alexandria","MN","USA",45.86629833,-95.39466806
"906","AXS","Altus Municipal","Altus","OK","USA",34.69878194,-99.3381
"907","AXV","Neil Armstrong","Wapakoneta","OH","USA",40.49338889,-84.29894444
"908","AXX","Angel Fire","Angel Fire","NM","USA",36.42240972,-105.2892967
"909","AYS","Waycross-Ware County","Waycross","GA","USA",31.24905556,-82.39530556
"910","AZC","Colorado City Municipal","Colorado City","AZ","USA",36.95994444,-113.0138889
"911","AZE","Hazelhurst","Hazelhurst","GA","USA",31.88465639,-82.64738778
"912","AZO","Kalamazoo County","Kalamazoo","MI","USA",42.234875,-85.5520575
"913","B01","Granville","Granville","NY","USA",43.42507111,-73.26205306
"914","B08","Silver Springs","Silver Springs","NV","USA",39.40324917,-119.2518292
"915","B16","Whitford","Weedsport","NY","USA",43.08027611,-76.53837556
"916","B19","Biddeford Municipal","Biddeford","ME","USA",43.46411111,-70.47238889
"917","B21","Sugarloaf Regional","Carrabasset","ME","USA",45.08616639,-70.21617778
"918","BAF","Barnes Municipal","Westfield","MA","USA",42.15773111,-72.71562028
"919","BAK","Columbus Municipal","Columbus","IN","USA",39.26191861,-85.89634556
"920","BAM","Battle Mountain","Battle Mountain","NV","USA",40.59904583,-116.8743358
"921","BAX","Huron County Memorial","Bad Axe","MI","USA",43.78091667,-82.98566667
"922","BAZ","New Braunfels Municipal","New Braunfels","TX","USA",29.7045,-98.04222222
"923","BBB","Benson Municipal","Benson","MN","USA",45.3319325,-95.650565
"924","BBD","Curtis ","Brady","TX","USA",31.17816667,-99.32463889
"925","BBP","Marlboro County","Bennettsville","SC","USA",34.62170861,-79.73435944
"926","BBW","Broken Bow Municipal","Broken Bow","NE","USA",41.43645056,-99.64216861
"927","BCB","Virginia Tech","Blacksburg","VA","USA",37.20782361,-80.40832778
"928","BCE","Bryce Canyon","Bryce Canyon","UT","USA",37.70637111,-112.1454725
"929","BCK","Black River Falls Area","Black River Falls","WI","USA",44.25073861,-90.85528028
"930","BCT","Boca Raton","Boca Raton","FL","USA",26.37848667,-80.10769667
"931","BCV","Birchwood","Birchwood","AK","USA",61.41612444,-149.50888
"932","BDE","Baudette International","Baudette","MN","USA",48.72741667,-94.61030556
"933","BDG","Blanding Muni","Blanding","UT","USA",37.58303472,-109.4832889
"934","BDL","Bradley International","Windsor Locks","CT","USA",41.93887417,-72.68322833
"935","BDQ","Morrilton Municipal","Morrilton","AR","USA",35.13619528,-92.71349722
"936","BDR","Igor I Sikorsky Memorial","Bridgeport","CT","USA",41.16348417,-73.12617861
"937","BDX","Broadus","Broadus","MT","USA",45.433325,-105.4172133
"938","BED","Laurence G Hanscom ","Bedford","MA","USA",42.46995306,-71.28903
"939","BEH","Southwest Michigan Regional","Benton Harbor","MI","USA",42.12858333,-86.4285
"940","BET","Bethel","Bethel","AK","USA",60.77977639,-161.8379975
"941","BFD","Bradford Reg","Bradford","PA","USA",41.80306778,-78.64012083
"942","BFF","Scotts Bluff County","Scottsbluff","NE","USA",41.87402778,-103.5956389
"943","BFI","Boeing Field/King County Intl","Seattle","WA","USA",47.52998917,-122.3019561
"944","BFK","Buffalo Municipal","Buffalo","OK","USA",36.86330139,-99.61873056
"945","BFL","Meadows ","Bakersfield","CA","USA",35.43359806,-119.0567681
"946","BFM","Mobile Downtown","Mobile","AL","USA",30.62646944,-88.06799861
"947","BFR","Virgil I Grissom Municipal","Bedford","IN","USA",38.84003306,-86.44536361
"948","BFW","Silver Bay Municipal","Silver Bay","MN","USA",47.24902778,-91.41558333
"949","BGD","Hutchinson County","Borger","TX","USA",35.70004194,-101.3940536
"950","BGE","Decatur County Industrial Airpark","Bainbridge","GA","USA",30.97152778,-84.63744444
"951","BGF","Winchester Municipal","Winchester","TN","USA",35.17753417,-86.06616722
"952","BGM","Binghamton Regional","Binghamton","NY","USA",42.20848278,-75.97961361
"953","BGQ","Big Lake Strip Nr 2","Big Lake","AK","USA",61.53556806,-149.8138975
"954","BGR","Bangor International","Bangor","ME","USA",44.80744444,-68.82813889
"955","BHB","Hancock Co-Bar Harbor","Bar Harbor","ME","USA",44.44969444,-68.3615
"956","BHC","Baxley Municipal","Baxley","GA","USA",31.71383333,-82.39377778
"957","BHK","Baker Muni","Baker City","MT","USA",46.34763639,-104.2594475
"958","BHM","Birmingham International","Birmingham","AL","USA",33.56294306,-86.75354972
"959","BID","Block Island State","Block Island","RI","USA",41.16811889,-71.57784167
"960","BIE","Beatrice Municipal","Beatrice","NE","USA",40.30127778,-96.75411111
"961","BIG","Allen AAF","Delta Junction","AK","USA",63.99454722,-145.7216417
"962","BIH","Bishop","Bishop","CA","USA",37.37309556,-118.3636089
"963","BIL","Billings Logan Intl","Billings","MT","USA",45.8076625,-108.5428611
"964","BIS","Bismarck Municipal","Bismarck","ND","USA",46.77411111,-100.7467222
"965","BIV","Tulip City","Holland","MI","USA",42.74316667,-86.10502778
"966","BJC","Jeffco","Denver","CO","USA",39.90878667,-105.1172158
"967","BJI","Bemidji-Beltrami County","Bemidji","MN","USA",47.50942417,-94.93372333
"968","BJJ","Wayne County","Wooster","OH","USA",40.87480556,-81.88825
"969","BKD","Breckenridge Stephens County","Breckenridge","TX","USA",32.71904694,-98.89099972
"970","BKE","Baker City Municipal","Baker City","OR","USA",44.83733333,-117.8090833
"971","BKL","Burke Lakefront","Cleveland","OH","USA",41.5175,-81.68333333
"972","BKV","Hernando County","Brooksville","FL","USA",28.47359722,-82.45542139
"973","BKW","Raleigh Cty Memorial","Beckley","WV","USA",37.78732833,-81.12416417
"974","BKX","Brookings Municipal","Brookings","SD","USA",44.30483333,-96.81694444
"975","BLF","Mercer Cty","Bluefield","WV","USA",37.29579944,-81.20769056
"976","BLH","Blythe","Blythe","CA","USA",33.61916278,-114.7168764
"977","BLI","Bellingham Intl","Bellingham","WA","USA",48.79275,-122.5375278
"978","BLM","Allaire Arpt","Belmar/Farmingdale","NJ","USA",40.18691806,-74.12488694
"979","BLV","Scott AFB/MidAmerica ","Belleville/St. Louis","IL","USA",38.54517861,-89.83518444
"980","BMC","Brigham City","Brigham City","UT","USA",41.55239139,-112.0622625
"981","BMG","Monroe County","Bloomington","IN","USA",39.14602139,-86.61668278
"982","BMI","Central Illinois Regional","Bloomington","IL","USA",40.47798556,-88.91595278
"983","BML","Berlin Municipal","Berlin","NH","USA",44.57537278,-71.17593167
"984","BMQ","Burnet Muni-Kate Craddock ","Burnet","TX","USA",30.73894444,-98.23858333
"985","BMT","Beaumont Municipal","Beaumont","TX","USA",30.07044111,-94.21553806
"986","BNA","Nashville International","Nashville","TN","USA",36.12447667,-86.67818222
"987","BNF","Baranof Warm Springs SPB","Baranof Warm Springs","AK","USA",57.08882583,-134.8331414
"988","BNG","Banning Municipal","Banning","CA","USA",33.92307111,-116.8505756
"989","BNL","Barnwell County","Barnwell","SC","USA",33.25777778,-81.38833333
"990","BNO","Burns Muni","Burns","OR","USA",43.59212778,-118.9549789
"991","BNW","Boone Municipal","Boone","IA","USA",42.04956944,-93.84757222
"992","BOI","Boise Air Terminal","Boise","ID","USA",43.56444444,-116.2227778
"993","BOK","Brookings","Brookings","OR","USA",42.07455556,-124.2900939
"994","BOS","Gen Edw L Logan Intl","Boston","MA","USA",42.3643475,-71.00517917
"995","BOW","Bartow Municipal","Bartow","FL","USA",27.9433575,-81.78344167
"996","BPI","Big Piney-Marbleton","Big Piney","WY","USA",42.58506972,-110.1111531
"997","BPK","Baxter County Regional","Mountain Home","AR","USA",36.36894194,-92.47052806
"998","BPT","Southeast Texas Regional","Beaumont/Port Arthur","TX","USA",29.95083333,-94.02069444
"999","BQK","Glynco Jetport","Brunswick","GA","USA",31.25902778,-81.46630556
"1000","BQN","Rafael Hernandez","Aguadilla","PR","USA",18.49486111,-67.12944444
"1001","BRD","Brainerd-Crow Wing County Regional","Brainerd","MN","USA",46.39785806,-94.1372275
"1002","BRL","Burlington Municipal","Burlington","IA","USA",40.783225,-91.12550556
"1003","BRO","Brownsville/S.Padre Island International","Brownsville","TX","USA",25.90683333,-97.42586111
"1004","BRW","Wiley Post Will Rogers Memorial","Barrow","AK","USA",71.2854475,-156.7660019
"1005","BRY","Samuels ","Bardstown","KY","USA",37.81432167,-85.49963806
"1006","BST","Belfast Municipal","Belfast","ME","USA",44.40966667,-69.01225
"1007","BTI","Barter Island ","Kaktovik","AK","USA",70.13390278,-143.5770444
"1008","BTL","W K Kellogg Regional","Battle Creek","MI","USA",42.30727806,-85.25147972
"1009","BTM","Bert Mooney","Butte","MT","USA",45.95479528,-112.49746
"1010","BTN","Britton Municipal","Britton","SD","USA",45.81522222,-97.74313889
"1011","BTP","Butler Cty","Butler","PA","USA",40.77692611,-79.94972417
"1012","BTR","Baton Rouge Metropolitan, Ryan ","Baton Rouge","LA","USA",30.53316083,-91.14963444
"1013","BTT","Bettles","Bettles","AK","USA",66.91528667,-151.5280556
"1014","BTV","Burlington International","Burlington","VT","USA",44.47300361,-73.1503125
"1015","BTY","Beatty","Beatty","NV","USA",36.86105722,-116.7870036
"1016","BUB","Cram ","Burwell","NE","USA",41.77669444,-99.14975
"1017","BUF","Buffalo Niagara Intl","Buffalo","NY","USA",42.94052472,-78.73216667
"1018","BUM","Butler Memorial","Butler","MO","USA",38.28977028,-94.34012694
"1019","BUR","Burbank-Glendale-Pasadena","Burbank","CA","USA",34.20061917,-118.3584969
"1020","BUY","Burlington Municipal","Burlington","NC","USA",36.04854333,-79.47488694
"1021","BVI","Beaver County","Beaver Falls","PA","USA",40.77248083,-80.39142556
"1022","BVK","Buckland","Buckland","AK","USA",65.98228611,-161.1519778
"1023","BVN","Albion Municipal","Albion","NE","USA",41.72857778,-98.05575972
"1024","BVO","Bartlesville Municipal","Bartlesville","OK","USA",36.76247611,-96.01115167
"1025","BVS","Skagit Regional/Bay View","Burlington/Mount Vernon","WA","USA",48.47088889,-122.4208611
"1026","BVX","Batesville Regional","Batesville","AR","USA",35.726105,-91.64736083
"1027","BVY","Beverly Municipal","Beverly","MA","USA",42.58417111,-70.91651833
"1028","BWC","Brawley Municipal","Brawley","CA","USA",32.9931,-115.5169325
"1029","BWD","Brownwood Municipal","Brownwood","TX","USA",31.79362222,-98.95649528
"1030","BWG","Bowling Green-Warren County ","Bowling Green","KY","USA",36.96451667,-86.41967917
"1031","BWI","Baltimore-Washington International","Baltimore","MD","USA",39.17540167,-76.66819833
"1032","BWP","Harry Stern","Wahpeton","ND","USA",46.24640083,-96.6056825
"1033","BXA","George R Carr Memorial","Bogalusa","LA","USA",30.81368639,-89.86496444
"1034","BXG","Burke County","Waynesboro","GA","USA",33.04093056,-82.00397917
"1035","BXK","Buckeye Municipal","Buckeye","AZ","USA",33.42088556,-112.6863
"1036","BYA","Boundary","Boundary","AK","USA",64.07830278,-141.113375
"1037","BYG","Johnson County","Buffalo","WY","USA",44.38108528,-106.7217897
"1038","BYI","Burley Municipal","Burley","ID","USA",42.54260361,-113.7715442
"1039","BZN","Gallatin ","Bozeman","MT","USA",45.77690139,-111.1530072
"1040","C00","Mercer County","Aledo","IL","USA",41.248645,-90.73708361
"1041","C05","Chenega Bay","Chenega","AK","USA",60.07730556,-147.9918889
"1042","C09","Morris Municipal","Morris","IL","USA",41.42541667,-88.41869444
"1043","C15","Pekin Municipal","Pekin","IL","USA",40.48820611,-89.67591083
"1044","C17","Marion","Marion","IA","USA",42.03111083,-91.52934222
"1045","C18","Frankfort","Chicago/Frankfort","IL","USA",41.4775,-87.84047222
"1046","C25","Waverly Municipal","Waverly","IA","USA",42.7419525,-92.50793528
"1047","C29","Morey","Middleton","WI","USA",43.11424444,-89.53073222
"1048","C34","Gibson City Municipal","Gibson City","IL","USA",40.48578389,-88.2672725
"1049","C35","Reedsburg Municipal","Reedsburg","WI","USA",43.52589944,-89.98322194
"1050","C47","Portage Municipal","Portage","WI","USA",43.5600925,-89.48309278
"1051","C52","Burlington Municipal","Burlington","WI","USA",42.69056389,-88.30464
"1052","C56","Sanger","Chicago/Monee","IL","USA",41.37756167,-87.68137528
"1053","C62","Kendallville Municipal","Kendallville","IN","USA",41.47271639,-85.26080833
"1054","C65","Plymouth Municipal","Plymouth","IN","USA",41.36513333,-86.30050417
"1055","C66","Monmouth Municipal","Monmouth","IL","USA",40.92970444,-90.63110722
"1056","C71","Crosby Municipal","Crosby","MS","USA",31.29600472,-91.05288167
"1057","C73","Dixon Muni-Charles R Walgreen ","Dixon","IL","USA",41.83369889,-89.44621333
"1058","C75","Marshall County","Lacon","IL","USA",41.01928583,-89.38642222
"1059","C77","Poplar Grove ","Poplar Grove","IL","USA",42.32268639,-88.83651833
"1060","C80","New Coalinga Municipal","Coalinga","CA","USA",36.16313889,-120.2938139
"1061","C81","Campbell","Chicago/Round Lake Park","IL","USA",42.32461111,-88.07408806
"1062","C83","Byron","Byron","CA","USA",37.8284525,-121.6258219
"1063","C91","Dowagiac Municipal ","Dowagiac","MI","USA",41.99293417,-86.1280125
"1064","CAD","Wexford County","Cadillac","MI","USA",44.27531333,-85.41892694
"1065","CAE","Columbia Metropolitan","Columbia","SC","USA",33.93884,-81.11953944
"1066","CAG","Craig-Moffat","Craig","CO","USA",40.49522139,-107.5216467
"1067","CAK","Akron-Canton Regional","Akron","OH","USA",40.91631194,-81.44246556
"1068","CAO","Clayton Municipal Airpark","Clayton","NM","USA",36.44585972,-103.1546583
"1069","CAR","Caribou Municipal","Caribou","ME","USA",46.8715,-68.01791667
