Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1988,6,17,5,950,945,1105,1100,US,249,NA,75,75,NA,5,5,PIT,TYS,382,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,25,6,1320,1320,1602,1601,DL,1678,NA,102,101,NA,1,0,MSP,CVG,596,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,31,7,1135,1125,1254,1215,AS,82,NA,79,50,NA,39,10,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,18,5,1953,1952,2132,2040,AA,1047,NA,159,108,NA,52,1,ROC,ORD,528,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,18,7,1900,1900,2017,2017,AA,1252,NA,77,77,NA,0,0,SJC,LAX,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,3,5,2335,2335,14,5,HP,785,NA,39,30,NA,9,0,MAF,LBB,121,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,26,7,659,700,926,927,US,450,NA,147,147,NA,-1,-1,PBI,PHL,951,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,25,2,1618,1620,1655,1656,UA,1249,NA,37,36,NA,-1,-2,MCO,SRQ,104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,13,3,1431,1430,1706,1659,US,106,NA,95,89,NA,7,1,IND,PHL,587,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,1034,1027,1221,1140,DL,195,NA,107,73,NA,41,7,ATL,MCO,403,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,1,1,NA,1145,NA,1258,US,727,NA,NA,73,NA,NA,NA,BOS,PHL,280,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,12,22,4,1700,1645,1942,1922,PA (1),501,NA,162,157,NA,20,15,JFK,ATL,760,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,7,2,620,620,642,646,DL,1803,NA,22,26,NA,-4,0,BTM,BZN,65,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,26,2,57,100,530,539,TW,468,NA,153,159,NA,-9,-3,PHX,STL,1262,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,1,5,2322,2310,155,145,HP,349,NA,93,95,NA,10,12,LAS,DEN,629,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,16,1,750,725,1234,1213,TW,18,NA,164,168,NA,21,25,TUS,STL,1245,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,22,5,2024,2024,2200,2208,EA,308,NA,36,44,NA,-8,0,IND,CMH,182,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,3,7,1416,1415,1522,1522,US,551,NA,66,67,NA,0,1,ALB,DCA,318,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,8,7,2321,1935,41,2035,WN,756,NA,80,60,NA,246,226,MDW,STL,251,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,17,7,923,923,958,1000,DL,760,NA,35,37,NA,-2,0,BOS,PWM,95,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,17,5,1800,1800,1847,1855,PA (1),393,NA,47,55,NA,-8,0,MCO,MIA,193,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,3,1,1430,1430,1801,1744,UA,720,NA,151,134,NA,17,0,OAK,DEN,957,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,10,5,2115,2115,2201,2157,DL,1789,NA,106,102,NA,4,0,SLC,LAX,590,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,12,2,1510,1510,1607,1605,DL,469,NA,57,55,NA,2,0,CAE,ATL,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,22,7,1805,1755,1930,1925,CO,101,NA,145,150,NA,5,10,MIA,IAH,964,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,9,6,1323,1306,1918,1900,UA,628,NA,235,234,NA,18,17,SMF,ORD,1781,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,20,6,1745,1745,1856,1906,EA,242,NA,71,81,NA,-10,0,ORD,MCI,403,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,31,4,813,815,905,851,US,507,NA,52,36,NA,14,-2,CLE,PIT,105,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,22,7,730,730,1518,1507,CO,1274,NA,288,277,NA,11,0,SFO,CLE,2161,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,7,4,1120,1120,1215,1209,DL,1603,NA,115,109,NA,6,0,ABQ,LAX,677,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,11,5,559,600,846,851,UA,60,NA,107,111,NA,-5,-1,ORD,LGA,733,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,3,3,1659,1655,1818,1815,PS,1476,NA,79,80,NA,3,4,OAK,SAN,446,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,15,5,624,625,742,756,UA,447,NA,138,151,NA,-14,-1,MKE,DEN,895,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,22,1,721,720,910,859,CO,1225,NA,109,99,NA,11,1,PDX,SJC,569,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,3,7,1206,1206,1319,1320,DL,712,NA,73,74,NA,-1,0,SLC,DEN,391,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,21,4,900,850,953,940,PI,263,NA,53,50,NA,13,10,BNA,MEM,200,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,9,4,1635,1635,1800,1759,DL,509,NA,145,144,NA,1,0,TPA,DFW,929,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,30,1,1154,1155,1326,1331,AA,814,NA,92,96,NA,-5,-1,PIE,RDU,595,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,1131,1132,1319,1325,TW,424,NA,48,53,NA,-6,-1,BNA,CVG,230,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,6,1,2026,2015,2251,2238,US,185,NA,145,143,NA,13,11,PIT,RSW,966,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,22,1,850,850,852,900,WN,604,NA,62,70,NA,-8,0,ABQ,PHX,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,14,7,1325,1320,1501,1438,US,1945,NA,96,78,NA,23,5,ONT,SFO,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,22,2,1610,1610,1942,1950,NW,510,NA,152,160,NA,-8,0,MSP,LGA,1020,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,29,4,1835,1835,2118,2129,DL,832,NA,103,114,NA,-11,0,DFW,ATL,732,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,31,6,818,820,1321,1337,AA,1092,NA,183,197,NA,-16,-2,SJC,DFW,1438,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,14,7,1159,1200,1319,1322,AA,221,NA,140,142,NA,-3,-1,LGA,ORD,733,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,11,1,1902,1705,2208,2002,UA,880,NA,126,117,NA,126,117,ORD,MHT,843,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,23,1,28,2235,112,2322,UA,1476,NA,44,47,NA,110,113,BDL,BTV,177,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,16,6,2030,2030,2140,2139,AA,2103,NA,70,69,NA,1,0,LAX,SJC,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,29,1,2120,2120,2226,2235,EA,654,NA,66,75,NA,-9,0,ATL,RDU,356,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,20,2,720,720,837,840,AS,157,NA,77,80,NA,-3,0,LGB,SFO,354,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,25,6,833,820,1224,1156,AA,816,NA,171,156,NA,28,13,DFW,RDU,1062,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,16,5,1835,1818,1955,1923,NW,1166,NA,80,65,NA,32,17,MOB,MEM,317,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,5,1,1327,1330,1617,1639,CO,291,NA,230,249,NA,-22,-3,BOS,IAH,1597,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,7,1,2211,2211,2345,2359,TW,545,NA,94,108,NA,-14,0,STL,DFW,551,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,6,2,1345,1345,1435,1435,WN,258,NA,50,50,NA,0,0,DAL,TUL,237,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,8,6,1300,1300,1351,1350,WN,216,NA,51,50,NA,1,0,TUL,DAL,237,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,2,3,620,610,733,734,DL,369,NA,73,84,NA,-1,10,CMH,ATL,446,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,22,2,630,630,800,804,PA (1),508,NA,90,94,NA,-4,0,DTW,JFK,508,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,5,3,1230,1230,1350,1352,CO,1225,NA,80,82,NA,-2,0,DEN,ABQ,349,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,5,6,1455,1455,1630,1608,DL,242,NA,95,73,NA,22,0,SDF,ATL,321,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,25,5,800,745,904,901,UA,263,NA,124,136,NA,3,15,DEN,LAX,862,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,27,5,1947,1925,2048,2030,US,622,NA,61,65,NA,18,22,BUF,LGA,292,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,5,4,1813,1756,1919,1909,DL,260,NA,66,73,NA,10,17,DFW,BTR,383,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,1448,1440,1948,1914,AA,634,NA,240,214,NA,34,8,DFW,BOS,1562,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,18,6,1211,1204,1234,1240,DL,895,NA,83,96,NA,-6,7,DFW,ELP,551,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,26,1,1758,1810,1833,1850,CO,955,NA,35,40,NA,-17,-12,GUM,SPN,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,28,6,650,650,755,800,US,234,NA,65,70,NA,-5,0,CLT,PIT,366,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,9,5,1300,1300,2000,2024,EA,84,NA,240,264,NA,-24,0,LAX,ATL,1946,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,31,6,1115,1105,1214,1200,AS,133,NA,59,55,NA,14,10,GEG,SEA,224,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,12,7,2227,2150,33,14,AA,673,NA,246,264,NA,19,37,ORD,SEA,1721,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,27,6,2002,1953,2059,2052,AA,437,NA,57,59,NA,7,9,IAH,DFW,224,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,31,1,2052,2050,2233,2229,PI,1234,NA,101,99,NA,4,2,CVG,EWR,569,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,1557,1558,1735,1753,PS,1892,NA,98,115,NA,-18,-1,SEA,SFO,679,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,710,710,1227,1226,DL,1916,NA,197,196,NA,1,0,PDX,DFW,1616,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,24,7,1120,1120,1445,1510,CO,702,NA,145,170,NA,-25,0,IAH,DCA,1208,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,1809,1740,2128,2038,NW,47,NA,199,178,NA,50,29,JFK,TPA,1005,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,29,6,807,810,1539,1550,CO,1053,NA,272,280,NA,-11,-3,LAX,CLE,2053,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,15,5,1912,1801,2030,1920,US,1491,NA,78,79,NA,70,71,SNA,OAK,371,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,7,4,828,828,916,915,DL,369,NA,228,227,NA,1,0,ATL,PHX,1587,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,20,2,700,700,925,930,AS,206,NA,145,150,NA,-5,0,SEA,LAX,954,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,14,7,1828,1830,1929,1933,PI,520,NA,61,63,NA,-4,-2,CLT,RIC,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,22,1,2020,2020,2115,2115,US,169,NA,55,55,NA,0,0,PIT,DTW,201,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,19,3,1004,1004,1055,1055,DL,1838,NA,51,51,NA,0,0,ATL,SAV,215,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,21,7,1935,1920,2032,2020,WN,57,NA,57,60,NA,12,15,LIT,DAL,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,11,1,1429,1415,1552,1536,US,1592,NA,83,81,NA,16,14,SMF,SNA,404,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,1,5,809,805,929,941,US,73,NA,80,96,NA,-12,4,EWR,CMH,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,10,5,658,700,758,802,US,14,NA,60,62,NA,-4,-2,SAN,PHX,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,17,5,1045,1017,1203,1125,UA,1093,NA,78,68,NA,38,28,MRY,LAX,267,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,1130,1130,1707,1632,NW,8,NA,217,182,NA,35,0,SEA,MSP,1399,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,28,7,1040,1040,1310,1325,CO,709,NA,150,165,NA,-15,0,EWR,MCO,938,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,28,4,720,720,754,759,DL,860,NA,34,39,NA,-5,0,SAN,ONT,94,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,1147,1145,1256,1254,US,588,NA,69,69,NA,2,2,LGA,BUF,292,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,1,5,638,638,829,825,DL,296,NA,111,107,NA,4,0,ATL,PHL,665,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,1050,1045,1210,1211,DL,623,NA,80,86,NA,-1,5,DCA,CVG,411,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,10,6,1320,1320,1516,1516,DL,482,NA,116,116,NA,0,0,ATL,LGA,761,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,7,4,2149,2145,2233,2234,US,434,NA,44,49,NA,-1,4,PIT,IAD,183,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,5,3,958,1000,1034,1035,PI,1855,NA,36,35,NA,-1,-2,CLT,GSO,83,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,5,2,1323,1300,1313,1252,NW,1483,NA,50,52,NA,21,23,DTW,SBN,157,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,19,6,2013,2000,2210,2155,NW,555,NA,237,235,NA,15,13,MEM,LAX,1619,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,28,4,1650,1650,1747,1751,DL,925,NA,57,61,NA,-4,0,PIT,CVG,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,24,6,1500,1500,1547,1550,HP,627,NA,47,50,NA,-3,0,LAS,ONT,197,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,10,4,639,640,711,722,CO,543,NA,32,42,NA,-11,-1,MOT,BIS,105,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,18,4,1159,1200,1400,1406,UA,1192,NA,121,126,NA,-6,-1,MCO,IAD,758,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,25,6,1213,1205,1348,1332,TW,507,NA,95,87,NA,16,8,STL,MSP,449,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,1,1,700,700,1230,1228,DL,512,NA,210,208,NA,2,0,PDX,DFW,1616,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,18,5,938,938,1058,1044,TW,563,NA,80,66,NA,14,0,STL,DSM,260,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,16,6,900,900,1042,1040,NW,111,NA,222,220,NA,2,0,MSP,SNA,1522,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,21,5,1300,1300,1338,1345,NW,747,NA,98,105,NA,-7,0,DTW,MSP,528,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,17,6,1330,1330,1804,1825,CO,1236,NA,154,175,NA,-21,0,DEN,DTW,1123,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,28,7,1528,1525,1647,1649,UA,677,NA,79,84,NA,-2,3,ORD,MCI,403,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,5,1,2048,2050,2206,2203,US,1506,NA,78,73,NA,3,-2,SJC,LAX,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,22,3,1350,1350,1458,1511,AA,2417,NA,68,81,NA,-13,0,ONT,SMF,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,25,7,935,935,1204,1141,TW,65,NA,269,246,NA,23,0,STL,SNA,1570,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,9,3,1907,1901,2216,2149,AA,617,NA,249,228,NA,27,6,ORD,PHX,1440,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,15,6,1150,1150,1234,1236,DL,1060,NA,44,46,NA,-2,0,AGS,ATL,143,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,5,5,1648,1635,1811,1735,CO,563,NA,83,60,NA,36,13,MSY,IAH,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,8,1,1655,1655,1758,1751,DL,536,NA,63,56,NA,7,0,CAE,ATL,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,25,7,628,630,655,703,NW,680,NA,27,33,NA,-8,-2,RST,MSP,76,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,18,4,1930,1930,2140,2135,HP,457,NA,70,65,NA,5,0,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,22,5,615,615,735,730,EA,947,NA,80,75,NA,5,0,DTW,BWI,408,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,23,2,1615,1615,1844,1854,DL,1886,NA,89,99,NA,-10,0,ONT,SLC,558,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,18,1,1613,940,1813,1140,CO,505,NA,180,180,NA,393,393,IAH,PHX,1009,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,20,4,1950,1950,2201,2157,DL,907,NA,131,127,NA,4,0,LAX,PDX,834,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,11,2,1033,1030,1120,1115,PI,1509,NA,47,45,NA,5,3,GRR,DAY,217,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,14,2,843,841,949,953,UA,717,NA,126,132,NA,-4,2,DEN,ONT,819,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,15,5,700,700,812,821,AA,511,NA,132,141,NA,-9,0,LGA,ORD,733,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,23,5,700,700,705,700,HP,850,NA,65,60,NA,5,0,PHX,SAN,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,26,2,1339,1340,1453,1440,PI,835,NA,74,60,NA,13,-1,BWI,GSO,278,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,5,4,1600,1600,1704,1650,PI,330,NA,64,50,NA,14,0,HTS,CLT,235,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,13,3,1820,1800,1937,1916,PA (1),43,NA,77,76,NA,21,20,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,19,1,1820,1820,2041,2039,DL,765,NA,141,139,NA,2,0,EWR,ATL,745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,20,7,1807,1730,1841,1805,UA,889,NA,94,95,NA,36,37,PIT,ORD,412,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,1,5,1205,1205,1301,1303,NW,683,NA,56,58,NA,-2,0,MSP,DSM,232,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,9,2,1250,1250,1400,1400,AS,749,NA,70,70,NA,0,0,BUR,SFO,326,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,10,7,1525,1506,1540,1520,NW,964,NA,75,74,NA,20,19,IND,MEM,381,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,30,6,1233,1200,1820,1807,UA,876,NA,227,247,NA,13,33,SFO,ORD,1846,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,22,2,1749,1740,2001,1949,DL,1942,NA,72,69,NA,12,9,LAX,PHX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,30,7,1804,1800,2044,2047,UA,203,NA,280,287,NA,-3,4,ORD,SFO,1846,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,1,6,1945,1945,2133,2126,DL,469,NA,108,101,NA,7,0,BWI,ATL,576,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,26,1,1838,1840,1924,1921,UA,1015,NA,46,41,NA,3,-2,PIT,IAD,183,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,12,5,922,855,1155,1121,CO,65,NA,273,266,NA,34,27,BOS,DEN,1754,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,22,1,1215,1215,1303,1256,DL,1118,NA,48,41,NA,7,0,PBI,MCO,142,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,15,1,1545,1545,1605,1609,AA,656,NA,20,24,NA,-4,0,STT,STX,45,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,27,5,2214,2214,2259,2250,DL,855,NA,165,156,NA,9,0,DFW,LAS,1055,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,9,4,1740,1735,2012,2024,EA,501,NA,332,349,NA,-12,5,MIA,SFO,2585,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,14,4,1615,1615,1809,1747,DL,435,NA,114,92,NA,22,0,RIC,ATL,481,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,5,6,1143,1140,1409,1411,US,502,NA,146,151,NA,-2,3,PBI,CLE,1020,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,2,2,1439,1433,1646,1640,DL,334,NA,127,127,NA,6,6,CVG,BOS,752,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,8,5,NA,1130,NA,1239,CO,350,NA,NA,69,NA,NA,NA,EWR,BOS,200,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,11,6,7,805,805,902,906,DL,1006,NA,57,61,NA,-4,0,AMA,DFW,313,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,19,4,1615,1620,1721,1723,NW,1044,NA,66,63,NA,-2,-5,MEM,MGM,280,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,2,1,1330,1330,1427,1441,CO,354,NA,57,71,NA,-14,0,EWR,BOS,200,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,7,7,1113,1106,1150,1140,DL,1837,NA,97,94,NA,10,7,SLC,ONT,558,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,30,6,758,800,922,911,AA,878,NA,84,71,NA,11,-2,STL,ORD,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,4,6,1236,1230,1414,1415,EA,1649,NA,98,105,NA,-1,6,ATL,MIA,595,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,9,3,1237,1230,1423,1406,UA,295,NA,166,156,NA,17,7,SRQ,ORD,1050,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,20,7,752,750,901,850,CO,535,NA,129,120,NA,11,2,ATL,IAH,689,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,19,3,2335,2335,40,50,DL,964,NA,65,75,NA,-10,0,ATL,CVG,373,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,19,1,725,725,823,811,AA,141,NA,58,46,NA,12,0,ORF,RDU,160,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,7,6,1006,1005,1211,1209,UA,141,NA,245,244,NA,2,1,ORD,PDX,1739,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,17,3,916,915,1134,1125,US,495,NA,138,130,NA,9,1,CLE,MCO,895,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,11,4,700,700,821,819,AA,428,NA,81,79,NA,2,0,SJC,SNA,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,18,5,1905,1850,1913,1840,DL,536,NA,68,50,NA,33,15,ATL,BHM,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,11,2,1139,1130,1304,1255,US,2477,NA,85,85,NA,9,9,SAN,OAK,446,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,18,5,823,821,1001,951,AA,308,NA,98,90,NA,10,2,DFW,MCI,460,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,9,4,1910,1900,2008,2005,WN,168,NA,58,65,NA,3,10,DAL,MAF,319,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,12,1,2010,2010,2248,2302,NW,477,NA,98,112,NA,-14,0,MEM,SRQ,686,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,16,2,803,735,1055,1017,EA,811,NA,172,162,NA,38,28,MIA,EWR,1086,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,19,2,1420,1405,1430,1400,US,195,NA,70,55,NA,30,15,CLE,IND,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,4,4,1545,1545,1617,1616,DL,475,NA,32,31,NA,1,0,CVG,LEX,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,12,7,1615,1555,1806,1725,NW,1452,NA,111,90,NA,41,20,DTW,ORF,529,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,30,3,2155,2050,2254,2155,WN,756,NA,59,65,NA,59,65,STL,LIT,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,24,3,800,800,1617,1620,EA,500,NA,317,320,NA,-3,0,SFO,MIA,2585,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,10,2,1002,1000,1558,1550,UA,106,NA,236,230,NA,8,2,LAX,ORD,1745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,16,3,1655,1505,2237,2040,NW,250,NA,222,215,NA,117,110,PHX,DTW,1671,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,19,6,1817,1735,2028,1950,DL,246,NA,131,135,NA,38,42,PBI,CVG,892,NA,NA,0,NA,0,NA,NA,NA,NA,NA
